kind,key,commodity,months,label,mechanism,source,direction,sel_n,sel_mean,sel_t,n_hold,ho_mean,ho_t,win,p_mc,ho_h1,ho_h2,t212,net_mean_8%,net_t_8%,win_8%,net_mean_15%,net_t_15%,win_15%,net_mean_25%,net_t_25%,win_25%
grid,ZO_10-10,ZO,10-10,ZO 10,single-month grid,grid,1,14,0.003321995022440289,0.12423789434554258,11,0.013928267220058937,0.4596294297761366,0.5454545454545454,0.04395604395604396,0.046650903736244226,-0.013340596543428807,?,0.01976160055339227,0.6521280106357006,0.5454545454545454,0.013928267220058937,0.4596294297761366,0.5454545454545454,0.005594933886725598,0.1846314571196164,0.5454545454545454
grid,ZS_7-7,ZS,07-07,ZS 07,single-month grid,grid,-1,14,-0.045917865099791996,-1.22903971482632,12,0.008033533380750682,0.4420941502616174,0.5833333333333334,0.03296703296703297,-0.002369496346532104,0.018436563108033464,Y,0.013866866714084013,0.7631088795178724,0.6666666666666666,0.008033533380750682,0.4420941502616174,0.5833333333333334,-0.0002997999525826504,-0.01649832010446131,0.5
grid,PL_12-12,PL,12-12,PL 12,single-month grid,grid,1,12,0.005193594239006632,0.3504373778390602,11,0.00881466143568017,0.42368369040475273,0.5454545454545454,0.025974025974025976,-0.010454686100947845,0.02487245104953685,?,0.014647994769013501,0.7040674818937351,0.5454545454545454,0.00881466143568017,0.42368369040475273,0.5454545454545454,0.0004813281023468336,0.02313541684906324,0.45454545454545453
named,NG_3-4,NG,03-04,NatGas shoulder collapse,injection season oversupply,EIA 2013,1,14,0.004287753248515229,0.07377761306243592,12,0.019658575351827523,0.37958692897291046,0.5,0.1108891108891109,0.03555358152669875,0.003763569176956305,?,0.0313252420184942,0.6048582974263187,0.5,0.019658575351827523,0.37958692897291046,0.5,0.0029919086851608553,0.057770688325184776,0.4166666666666667
named,SB_2-3,SB,02-03,Sugar harvest,main-crop harvest pressure,ag seasonality study,-1,14,-0.08870501163209961,-1.8640098564827967,12,0.01495529908599339,0.37151055672811034,0.5,0.029970029970029972,0.07251233350543185,-0.042601735333445086,Y,0.026621965752660046,0.6613268822708046,0.5,0.01495529908599339,0.37151055672811034,0.5,-0.0017113675806732856,-0.04251276547573906,0.5
grid,LB_9-9,LB,09-09,LB 09,single-month grid,grid,-1,15,-0.07089240353984055,-2.446242494247054,8,0.02677291305023564,0.35999461712089975,0.375,0.14885114885114886,3.393988788023827e-05,0.053511886212591044,?,0.03260624638356896,0.4384309305669417,0.375,0.02677291305023564,0.35999461712089975,0.375,0.0184395797169023,0.24794274076941084,0.375
grid,LB_1-1,LB,01-01,LB 01,single-month grid,grid,1,14,0.029117499712850818,1.0643382507314243,9,0.01748781514496261,0.3509050871100661,0.5555555555555556,0.15884115884115885,-0.03807202685151294,0.06193568874214306,?,0.023321148478295937,0.4679549486569506,0.5555555555555556,0.01748781514496261,0.3509050871100661,0.5555555555555556,0.009154481811629277,0.1836909991859452,0.4444444444444444
grid,CL_11-11,CL,11-11,CL 11,single-month grid,grid,-1,15,-0.02804579517323215,-1.234004474296839,11,0.012512626697047202,0.3046066495685867,0.5454545454545454,0.14385614385614387,0.020705368272667363,0.005685342050697064,?,0.018345960030380533,0.4466129737005723,0.5454545454545454,0.012512626697047202,0.3046066495685867,0.5454545454545454,0.00417929336371387,0.10174047223717861,0.5454545454545454
grid,NG_5-5,NG,05-05,NG 05,single-month grid,grid,1,14,0.004887497086183508,0.17788571495564637,12,0.007376491157136157,0.24651055855237233,0.5,0.2047952047952048,-0.04556882018555836,0.06032180249983068,?,0.013209824490469486,0.44145124614894643,0.5,0.007376491157136157,0.24651055855237233,0.5,-0.0009568421761971766,-0.03197613801416229,0.4166666666666667
grid,HG_2-2,HG,02-02,HG 02,single-month grid,grid,1,14,0.02713848271143497,1.5163165337236402,12,0.002972198413833603,0.2150310729226285,0.5,0.08591408591408592,-0.0014801037020781857,0.007424500529745391,?,0.008805531747166936,0.6370580545480293,0.5,0.002972198413833603,0.2150310729226285,0.5,-0.005361134919499727,-0.3878646151136582,0.3333333333333333
named,CL_4-5,CL,04-05,Crude spring peak,refinery turnaround + demand,MacroMicro season chart,1,14,0.014759499142381333,0.4321140218014291,12,0.011361476565755998,0.18520053301977682,0.4166666666666667,0.1958041958041958,0.10699883556383823,-0.08427588243232621,?,0.02302814323242268,0.3753758920697701,0.5,0.011361476565755998,0.18520053301977682,0.4166666666666667,-0.0053051901009106605,-0.08647855133735606,0.4166666666666667
grid,ZR_11-11,ZR,11-11,ZR 11,single-month grid,grid,1,15,0.03347264705580564,1.7375106785925511,11,0.0020957586218908527,0.1775934147580914,0.45454545454545453,0.01998001998001998,0.004452189575330397,0.00013206616069123475,Y,0.007929091955224182,0.6719068224510975,0.5454545454545454,0.0020957586218908527,0.1775934147580914,0.45454545454545453,-0.006237574711442484,-0.5285685962319181,0.45454545454545453
named,CC_12-1,CC,12-01,Cocoa post-holiday,demand fade into new year,softs seasonality,-1,15,-0.0029245165479914307,-0.047974722768953024,11,0.018944303615819193,0.17438118569118521,0.5454545454545454,0.08791208791208792,0.010822002672428891,0.025712887735311125,?,0.03061097028248587,0.2817721570171686,0.5454545454545454,0.018944303615819193,0.17438118569118521,0.5454545454545454,0.0022776369491525465,0.020965512368352104,0.5454545454545454
grid,HO_6-6,HO,06-06,HO 06,single-month grid,grid,1,14,0.02414553916868115,1.7642893473396632,12,0.003915770042150272,0.16760348019178758,0.5,0.18081918081918083,0.0013868240054684445,0.006444716078832099,?,0.009749103375483603,0.4172828426827853,0.5,0.003915770042150272,0.16760348019178758,0.5,-0.00441756329118306,-0.18908132336678068,0.5
grid,ZC_6-6,ZC,06-06,ZC 06,single-month grid,grid,-1,14,-0.03725523814576916,-1.0837730822895,12,0.004067627782474427,0.15959577513042855,0.5,0.13186813186813187,-0.011221323146722398,0.01935657871167126,Y,0.00990096111580776,0.3884700489611494,0.5833333333333334,0.004067627782474427,0.15959577513042855,0.5,-0.0042657055508589035,-0.16736747319917256,0.5
grid,BZ_11-11,BZ,11-11,BZ 11,single-month grid,grid,-1,8,-0.03885321279115438,-1.0761862713315473,11,0.00623298341434865,0.158568443001375,0.5454545454545454,0.15684315684315683,0.020761539660787882,-0.00587414679101738,?,0.012066316747681972,0.3069697017060472,0.5454545454545454,0.00623298341434865,0.158568443001375,0.5454545454545454,-0.0021003499189846866,-0.05343335514815734,0.45454545454545453
grid,ZS_11-11,ZS,11-11,ZS 11,single-month grid,grid,1,15,0.011213046011157864,0.7740505719863237,11,0.0016326000444758112,0.13641282340461883,0.5454545454545454,0.07092907092907093,-0.011330855442092044,0.012435479616615694,Y,0.007465933377809144,0.6238203011593862,0.5454545454545454,0.0016326000444758112,0.13641282340461883,0.5454545454545454,-0.006700733288857521,-0.5598835733879061,0.45454545454545453
grid,ZL_9-9,ZL,09-09,ZL 09,single-month grid,grid,-1,15,-0.03380875682697872,-1.162533174329575,11,0.002165818951612576,0.13604583856637573,0.45454545454545453,0.11688311688311688,-0.018101205351232434,0.019055005870650083,Y,0.007999152284945903,0.5024664594495954,0.45454545454545453,0.002165818951612576,0.13604583856637573,0.45454545454545453,-0.006167514381720756,-0.3874121912667959,0.36363636363636365
grid,NG_9-9,NG,09-09,NG 09,single-month grid,grid,1,15,0.09516401350374264,2.2146718960841736,11,0.006612774263254174,0.13081181559851685,0.45454545454545453,0.24175824175824176,-0.03392293199509382,0.04039252947854418,?,0.012446107596587512,0.24620497646367734,0.45454545454545453,0.006612774263254174,0.13081181559851685,0.45454545454545453,-0.0017205590700791523,-0.0340355570659979,0.36363636363636365
grid,SI_7-7,SI,07-07,SI 07,single-month grid,grid,1,14,0.03025842113958706,1.8768801459830624,12,0.0033261412353818736,0.13023393519677695,0.3333333333333333,0.16783216783216784,0.029780549018238067,-0.023128266547474328,?,0.009159474568715199,0.35863612907634934,0.3333333333333333,0.0033261412353818736,0.13023393519677695,0.3333333333333333,-0.005007192097951459,-0.19605491320261262,0.3333333333333333
named,ZC_7-9,ZC,07-09,Corn harvest pressure,new-crop supply into Sep,CME grains course,-1,14,-0.04330416863778356,-0.7404008313515954,11,0.0038894751390852428,0.11836381780656853,0.5454545454545454,0.04995004995004995,-0.004263862477867406,0.010683923153212442,Y,0.02138947513908523,0.650920714956992,0.6363636363636364,0.0038894751390852428,0.11836381780656853,0.5454545454545454,-0.02111052486091476,-0.6424317495511798,0.36363636363636365
grid,CC_11-11,CC,11-11,CC 11,single-month grid,grid,1,15,0.01935975380995898,0.6543967488218552,11,0.004963018857560791,0.11817792106373398,0.45454545454545453,0.14585414585414586,-0.04919313745043933,0.05009314911422755,?,0.01079635219089412,0.25707951019529823,0.45454545454545453,0.004963018857560791,0.11817792106373398,0.45454545454545453,-0.0033703144757725404,-0.08025292055278647,0.45454545454545453
grid,CL_4-4,CL,04-04,CL 04,single-month grid,grid,1,14,0.009461212300238402,0.45148009011428125,12,0.0034551269480109573,0.10689985343418261,0.5833333333333334,0.22377622377622378,0.04237324241648214,-0.03546298852046022,?,0.009288460281344281,0.2873801911320629,0.5833333333333334,0.0034551269480109573,0.10689985343418261,0.5833333333333334,-0.004878206385322381,-0.1509292004199327,0.5833333333333334
grid,ZL_4-4,ZL,04-04,ZL 04,single-month grid,grid,1,15,0.01694697216850131,1.1674182085530604,12,0.002843031950844304,0.08186868103223884,0.4166666666666667,0.13086913086913088,-0.04754222978505033,0.053228293686738946,Y,0.008676365284177633,0.24984685161859757,0.4166666666666667,0.002843031950844304,0.08186868103223884,0.4166666666666667,-0.005490301382489027,-0.15810013409113094,0.4166666666666667
grid,ZW_5-5,ZW,05-05,ZW 05,single-month grid,grid,1,14,0.02505280217033558,1.040925777820308,12,0.001452265292712877,0.0625932366717789,0.5833333333333334,0.16283716283716285,0.014592417662807647,-0.011687887077381892,Y,0.007285598626046208,0.3140123236325649,0.5833333333333334,0.001452265292712877,0.0625932366717789,0.5833333333333334,-0.0068810680406204555,-0.2965768875579155,0.3333333333333333
grid,HG_11-11,HG,11-11,HG 11,single-month grid,grid,1,15,0.003878398879651589,0.20257531973373097,11,0.0009271973081178966,0.03700983587470117,0.45454545454545453,0.13186813186813187,-0.008734319017303479,0.008978460912635712,?,0.006760530641451231,0.26985208787317105,0.5454545454545454,0.0009271973081178966,0.03700983587470117,0.45454545454545453,-0.007406136025215432,-0.2956219526945412,0.45454545454545453
grid,ZO_7-7,ZO,07-07,ZO 07,single-month grid,grid,-1,15,-0.021200189346251046,-0.7135566727894221,12,0.0008498884124586622,0.018894750596585203,0.5,0.13086913086913088,0.037050442847658537,-0.035350666022741215,?,0.006683221745791989,0.14858163285589734,0.5,0.0008498884124586622,0.018894750596585203,0.5,-0.007483444920874674,-0.16637222405957525,0.5
grid,HE_9-9,HE,09-09,HE 09,single-month grid,grid,1,14,0.04200768667150095,1.7226404599581213,11,-0.0003608039025247407,-0.008187139309079192,0.5454545454545454,0.2707292707292707,-0.0343363493912071,0.027952150671377237,Y,0.00547252943080859,0.1241792577894678,0.5454545454545454,-0.0003608039025247407,-0.008187139309079192,0.5454545454545454,-0.008694137235858067,-0.19728199230700338,0.36363636363636365
grid,CL_5-5,CL,05-05,CL 05,single-month grid,grid,1,14,0.005298286842142891,0.16682955239900366,12,-0.001293650382254934,-0.021125184910049874,0.4166666666666667,0.2677322677322677,0.05542559314735612,-0.058012893911866,?,0.00453968295107839,0.0741325810203587,0.4166666666666667,-0.001293650382254934,-0.021125184910049874,0.4166666666666667,-0.009626983715588275,-0.15720770766777675,0.4166666666666667
grid,PL_3-3,PL,03-03,PL 03,single-month grid,grid,-1,12,-0.006599649946438504,-0.48195442641549496,12,-0.0012605644009342938,-0.05160231609293915,0.5,0.058941058941058944,0.020171984844306157,-0.022693113646174743,?,0.004572768932399035,0.18719033132677404,0.5,-0.0012605644009342938,-0.05160231609293915,0.5,-0.009593897734267628,-0.39273466954967257,0.3333333333333333
grid,CC_8-8,CC,08-08,CC 08,single-month grid,grid,1,15,0.004882742312810069,0.20311385450269617,12,-0.0013788603593659805,-0.056241384321098646,0.5,0.2057942057942058,-0.020174955670644392,0.01741723495191243,?,0.004454472973967355,0.18169042628220924,0.5833333333333334,-0.0013788603593659805,-0.056241384321098646,0.5,-0.00971219369269931,-0.3961439708972525,0.5
named,HO_1-2,HO,01-02,HeatingOil post-winter fade,mild demand after peak,EIA; MacroMicro,1,14,0.04617254595916902,1.2257123919897042,12,-0.0032863120404109706,-0.06230320818851573,0.5,0.21878121878121878,-0.05858705134207318,0.05201442726125124,?,0.008380354626255698,0.15887808964966865,0.5,-0.0032863120404109706,-0.06230320818851573,0.5,-0.01995297870707763,-0.3782764908144932,0.4166666666666667
grid,CL_8-8,CL,08-08,CL 08,single-month grid,grid,-1,14,-0.0018824095338238927,-0.10325419793038935,12,-0.0011216692553061615,-0.06304333405764492,0.5833333333333334,0.26173826173826176,-0.03712198932800547,0.03487865081739314,?,0.004711664078027172,0.2648187164204615,0.5833333333333334,-0.0011216692553061615,-0.06304333405764492,0.5833333333333334,-0.009455002588639497,-0.5314176918835113,0.5833333333333334
grid,GC_12-12,GC,12-12,GC 12,single-month grid,grid,1,15,0.0060886626866577314,0.41757972961054535,11,-0.0005495557812080009,-0.07139727630911594,0.6363636363636364,0.13686313686313686,-0.005960160455786028,0.003959281447607024,?,0.005283777552125334,0.6864586612404551,0.6363636363636364,-0.0005495557812080009,-0.07139727630911594,0.6363636363636364,-0.008882889114541333,-1.1540486156656453,0.36363636363636365
grid,ZL_10-10,ZL,10-10,ZL 10,single-month grid,grid,1,15,0.01727223805034222,0.6954442725105033,11,-0.001963492816001684,-0.11153250896364818,0.6363636363636364,0.16383616383616384,0.011834637831466379,-0.013461935022225069,Y,0.003869840517331644,0.21981899738552965,0.6363636363636364,-0.001963492816001684,-0.11153250896364818,0.6363636363636364,-0.010296826149335015,-0.5848918037481884,0.6363636363636364
grid,CT_11-11,CT,11-11,CT 11,single-month grid,grid,1,15,0.0024706469654597355,0.10952991950735841,11,-0.0022281432519617676,-0.11215418860849564,0.36363636363636365,0.14185814185814186,-0.004549303551103322,-0.00029384300267713825,Y,0.0036051900813715604,0.18146821035838934,0.45454545454545453,-0.0022281432519617676,-0.11215418860849564,0.36363636363636365,-0.010561476585295099,-0.5316147585611888,0.36363636363636365
grid,NG_7-7,NG,07-07,NG 07,single-month grid,grid,-1,14,-0.022786970665392845,-0.5337403840750425,12,-0.0056568817649282,-0.12062037587606769,0.6666666666666666,0.2997002997002997,0.002314373852403309,-0.013628137382259714,?,0.0001764515684051273,0.003762435806401952,0.6666666666666666,-0.0056568817649282,-0.12062037587606769,0.6666666666666666,-0.01399021509826154,-0.2983101068510247,0.5833333333333334
grid,HO_1-1,HO,01-01,HO 01,single-month grid,grid,1,14,0.01479459469486692,0.7985720799925736,12,-0.004647835131276236,-0.12465235381379261,0.5,0.27972027972027974,-0.0809432697303077,0.07164759946775523,?,0.001185498202057091,0.031794402588427945,0.5,-0.004647835131276236,-0.12465235381379261,0.5,-0.01298116846460956,-0.34814772010267914,0.5
grid,CL_1-1,CL,01-01,CL 01,single-month grid,grid,1,14,0.01124002734279155,0.6728009855482255,12,-0.004149230108586436,-0.13426403434232523,0.5,0.27672327672327673,-0.05029962617006658,0.042001165952893695,?,0.001684103224746895,0.05449552984191342,0.5,-0.004149230108586436,-0.13426403434232523,0.5,-0.012482563441919775,-0.4039205546055236,0.5
named,CL_1-1,CL,01-01,Crude January trough,post-holiday demand lull,MacroMicro season chart,1,14,0.01124002734279155,0.6728009855482255,12,-0.004149230108586436,-0.13426403434232523,0.5,0.27672327672327673,-0.05029962617006658,0.042001165952893695,?,0.001684103224746895,0.05449552984191342,0.5,-0.004149230108586436,-0.13426403434232523,0.5,-0.012482563441919775,-0.4039205546055236,0.5
grid,SI_6-6,SI,06-06,SI 06,single-month grid,grid,-1,14,-0.04182201188971692,-2.1484067530897812,12,-0.0040413439893807026,-0.1452545846229071,0.5833333333333334,0.2817182817182817,-0.039093686055031406,0.031010998076270002,?,0.0017919893439526287,0.06440794658620548,0.5833333333333334,-0.0040413439893807026,-0.1452545846229071,0.5833333333333334,-0.012374677322714031,-0.44477248635021077,0.4166666666666667
grid,CT_5-5,CT,05-05,CT 05,single-month grid,grid,-1,15,-0.02677587067434944,-0.9897327216184159,12,-0.0025793606830579042,-0.1541420464817698,0.5,0.16683316683316685,-0.007825035460836939,0.0026663140947211315,Y,0.0032539726502754233,0.19445671433377512,0.5833333333333334,-0.0025793606830579042,-0.1541420464817698,0.5,-0.010912694016391236,-0.6521402762182629,0.5
named,CT_5-5,CT,05-05,Cotton planting,planting weather premium,ag seasonality study,-1,15,-0.02677587067434944,-0.9897327216184159,12,-0.0025793606830579042,-0.1541420464817698,0.5,0.13886113886113885,-0.007825035460836939,0.0026663140947211315,Y,0.0032539726502754233,0.19445671433377512,0.5833333333333334,-0.0025793606830579042,-0.1541420464817698,0.5,-0.010912694016391236,-0.6521402762182629,0.5
grid,OJ_4-4,OJ,04-04,OJ 04,single-month grid,grid,-1,13,-0.021840485035341008,-1.1286324743431384,12,-0.006118691869980629,-0.17085500482718832,0.4166666666666667,0.1848151848151848,0.05345205477169504,-0.06568943851165628,?,-0.00028535853664729435,-0.007968195685021023,0.4166666666666667,-0.006118691869980629,-0.17085500482718832,0.4166666666666667,-0.014452025203313958,-0.4035504464588557,0.4166666666666667
named,ZC_5-6,ZC,05-06,Corn planting premium,weather risk in planting window,CME grains course,-1,14,-0.03248943364608994,-1.0225796354828083,12,-0.005863850724685177,-0.18737578661582444,0.5833333333333334,0.14085914085914086,-0.0734515530646465,0.06172385161527615,Y,0.005802815941981498,0.18542545722359016,0.6666666666666666,-0.005863850724685177,-0.18737578661582444,0.5833333333333334,-0.02253051739135184,-0.719948992100702,0.5833333333333334
grid,NG_11-11,NG,11-11,NG 11,single-month grid,grid,1,15,0.006318360363075557,0.17473680723400484,11,-0.011465840056939486,-0.20518193353181402,0.5454545454545454,0.3866133866133866,0.031751407236069305,-0.047480212801113454,?,-0.005632506723606142,-0.10079406431986568,0.5454545454545454,-0.011465840056939486,-0.20518193353181402,0.5454545454545454,-0.019799173390272803,-0.3543074609774539,0.5454545454545454
grid,LB_6-6,LB,06-06,LB 06,single-month grid,grid,-1,14,-0.02202338110092027,-1.1598068356441582,8,-0.019101304320538137,-0.21397868189737365,0.25,0.4025974025974026,-0.052250982292981016,0.014048373651904754,?,-0.013267970987204801,-0.14863188898791882,0.25,-0.019101304320538137,-0.21397868189737365,0.25,-0.02743463765387148,-0.30733124319659494,0.25
grid,PL_6-6,PL,06-06,PL 06,single-month grid,grid,-1,11,-0.007741562333930604,-0.5332321008896996,12,-0.007116476064624441,-0.22503345703004116,0.4166666666666667,0.0919080919080919,-0.02671524366838583,0.012482291539136945,?,-0.0012831427312911075,-0.04057486346659206,0.5833333333333334,-0.007116476064624441,-0.22503345703004116,0.4166666666666667,-0.015449809397957774,-0.488545733549254,0.4166666666666667
grid,PA_7-7,PA,07-07,PA 07,single-month grid,grid,1,13,0.019349757455110587,0.5490422584566003,12,-0.005090639399353871,-0.22624911102217674,0.5833333333333334,0.13786213786213786,-0.005440362005239337,-0.004740916793468408,?,0.0007426939339794571,0.033008396223418036,0.5833333333333334,-0.005090639399353871,-0.22624911102217674,0.5833333333333334,-0.01342397273268721,-0.5966169785158841,0.5
